timestamp,speed,gps,voltage,temperature,current,battery,mileage,pwm,power
1738663477.92,5,0,146,32,0,88,0,2,3
1738663477.92,5,0,146,32,0,88,0,2,3
1738663478.559,4,0,146,32,0,89,0,1,6
1738663478.559,4,0,146,32,0,89,0,1,6
1738663478.559,4,0,146,32,0,89,0,1,6
1738663479.14,3,0,146,32,0,89,0,2,1
1738663479.14,3,0,146,32,0,89,0,2,1
1738663479.14,3,0,146,32,0,89,0,2,1
1738663479.739,2,0,146,32,0,88,0,6,54
1738663479.739,2,0,146,32,0,88,0,6,54
1738663479.739,2,0,146,32,0,88,0,6,54
1738663480.352,2,0,146,32,0,88,0,1,22
1738663480.352,2,0,146,32,0,88,0,1,22
1738663480.352,2,0,146,32,0,88,0,1,22
1738663480.96,3,0,146,32,0,88,0,1,0
1738663480.96,3,0,146,32,0,88,0,1,0
1738663480.96,3,0,146,32,0,88,0,1,0
1738663481.558,3,0,146,32,1,88,0,7,100
1738663481.558,3,0,146,32,1,88,0,7,100
1738663481.558,3,0,146,32,1,88,0,7,100
1738663482.159,3,0,146,32,0,88,0,2,1
1738663482.159,3,0,146,32,0,88,0,2,1
1738663482.159,3,0,146,32,0,88,0,2,1
1738663482.76,4,0,146,32,0,88,0,6,35
1738663482.76,4,0,146,32,0,88,0,6,35
1738663482.76,4,0,146,32,0,88,0,6,35
1738663483.376,4,0,146,32,0,88,0,7,57
1738663483.376,4,0,146,32,0,88,0,7,57
1738663483.376,4,0,146,32,0,88,0,7,57
1738663483.978,4,0,146,32,0,88,0,7,25
1738663483.978,4,0,146,32,0,88,0,7,25
1738663483.978,4,0,146,32,0,88,0,7,25
1738663484.565,4,0,146,32,0,88,0,4,1
1738663484.565,4,0,146,32,0,88,0,4,1
1738663484.565,4,0,146,32,0,88,0,4,1
1738663485.182,5,0,146,32,0,88,0,6,9
1738663485.182,5,0,146,32,0,88,0,6,9
1738663485.182,5,0,146,32,0,88,0,6,9
1738663485.784,5,0,146,32,0,88,0,4,1
1738663485.784,5,0,146,32,0,88,0,4,1
1738663485.784,5,0,146,32,0,88,0,4,1
1738663486.38,5,0,146,32,0,88,0,6,28
1738663486.38,5,0,146,32,0,88,0,6,28
1738663486.38,5,0,146,32,0,88,0,6,28
1738663486.984,4,0,146,32,0,88,0,6,26
1738663486.984,4,0,146,32,0,88,0,6,26
1738663486.984,4,0,146,32,0,88,0,6,26
1738663487.582,4,0,146,32,0,88,0,1,12
1738663487.582,4,0,146,32,0,88,0,1,12
1738663487.582,4,0,146,32,0,88,0,1,12
1738663488.221,3,0,146,32,0,88,0,3,6
1738663488.221,3,0,146,32,0,88,0,3,6
1738663488.221,3,0,146,32,0,88,0,3,6
1738663488.798,1,0,146,32,0,88,0,0,0
1738663488.798,1,0,146,32,0,88,0,0,0
1738663488.798,1,0,146,32,0,88,0,0,0
1738663489.415,0,0,146,32,0,88,0,3,7
1738663489.415,0,0,146,32,0,88,0,3,7
1738663489.415,0,0,146,32,0,88,0,3,7
1738663490.002,0,0,146,32,0,88,0,3,13
1738663490.002,0,0,146,32,0,88,0,3,13
1738663490.002,0,0,146,32,0,88,0,3,13
1738663490.618,0,0,146,32,0,88,0,3,10
1738663490.618,0,0,146,32,0,88,0,3,10
1738663490.618,0,0,146,32,0,88,0,3,10
1738663491.219,0,0,146,33,0,88,0,3,15
1738663491.219,0,0,146,33,0,88,0,3,15
1738663491.219,0,0,146,33,0,88,0,3,15
1738663491.82,0,0,146,33,0,88,0,2,9
1738663491.82,0,0,146,33,0,88,0,2,9
1738663491.82,0,0,146,33,0,88,0,2,9
1738663492.417,0,0,146,33,0,88,0,2,6
1738663492.417,0,0,146,33,0,88,0,2,6
1738663492.417,0,0,146,33,0,88,0,2,6
1738663493.038,0,0,146,33,0,88,0,1,1
1738663493.038,0,0,146,33,0,88,0,1,1
1738663493.038,0,0,146,33,0,88,0,1,1
1738663493.658,0,0,146,33,0,88,0,2,4
1738663493.658,0,0,146,33,0,88,0,2,4
1738663493.658,0,0,146,33,0,88,0,2,4
1738663494.238,0,0,146,33,0,88,0,3,10
1738663494.238,0,0,146,33,0,88,0,3,10
1738663494.238,0,0,146,33,0,88,0,3,10
1738663494.838,0,0,146,33,0,88,0,2,6
1738663494.838,0,0,146,33,0,88,0,2,6
1738663494.838,0,0,146,33,0,88,0,2,6
1738663495.438,0,0,146,33,0,88,0,3,16
1738663495.438,0,0,146,33,0,88,0,3,16
1738663495.438,0,0,146,33,0,88,0,3,16
1738663496.041,0,0,146,33,0,88,0,0,0
1738663496.041,0,0,146,33,0,88,0,0,0
1738663496.041,0,0,146,33,0,88,0,0,0
1738663496.641,0,0,146,33,0,88,0,3,9
1738663496.641,0,0,146,33,0,88,0,3,9
1738663496.641,0,0,146,33,0,88,0,3,9
1738663497.24,0,0,146,33,0,88,0,0,0
1738663497.24,0,0,146,33,0,88,0,0,0
1738663497.24,0,0,146,33,0,88,0,0,0
1738663497.86,0,0,146,33,0,88,0,0,0
1738663497.86,0,0,146,33,0,88,0,0,0
1738663497.86,0,0,146,33,0,88,0,0,0
1738663498.48,0,0,146,33,0,88,0,0,0
1738663498.48,0,0,146,33,0,88,0,0,0
1738663498.48,0,0,146,33,0,88,0,0,0
1738663499.062,0,0,146,33,0,88,0,0,0
1738663499.062,0,0,146,33,0,88,0,0,0
1738663499.062,0,0,146,33,0,88,0,0,0
1738663499.664,0,0,146,33,0,88,0,1,1
1738663499.664,0,0,146,33,0,88,0,1,1
1738663499.664,0,0,146,33,0,88,0,1,1
1738663500.278,0,0,146,33,0,88,0,0,0
1738663500.278,0,0,146,33,0,88,0,0,0
1738663500.278,0,0,146,33,0,88,0,0,0
1738663500.878,0,0,146,33,0,88,0,3,6
1738663500.878,0,0,146,33,0,88,0,3,6
1738663500.878,0,0,146,33,0,88,0,3,6
1738663501.478,0,0,146,33,0,88,0,1,0
1738663501.478,0,0,146,33,0,88,0,1,0
1738663501.478,0,0,146,33,0,88,0,1,0
1738663502.081,0,0,146,33,0,88,0,2,3
1738663502.081,0,0,146,33,0,88,0,2,3
1738663502.081,0,0,146,33,0,88,0,2,3
1738663502.7,0,0,146,33,0,88,0,1,0
1738663502.7,0,0,146,33,0,88,0,1,0
1738663502.7,0,0,146,33,0,88,0,1,0
1738663503.319,0,0,146,33,0,88,0,0,0
1738663503.319,0,0,146,33,0,88,0,0,0
1738663503.319,0,0,146,33,0,88,0,0,0
1738663503.899,0,0,146,33,0,88,0,0,0
1738663503.899,0,0,146,33,0,88,0,0,0
1738663503.899,0,0,146,33,0,88,0,0,0
1738663504.499,0,0,146,33,0,88,0,3,12
1738663504.499,0,0,146,33,0,88,0,3,12
1738663504.499,0,0,146,33,0,88,0,3,12
1738663505.101,0,0,146,33,0,88,0,3,10
1738663505.101,0,0,146,33,0,88,0,3,10
1738663505.101,0,0,146,33,0,88,0,3,10
1738663505.718,0,0,146,33,0,88,0,1,0
1738663505.718,0,0,146,33,0,88,0,1,0
1738663505.718,0,0,146,33,0,88,0,1,0
1738663506.304,0,0,146,33,0,88,0,3,9
1738663506.304,0,0,146,33,0,88,0,3,9
1738663506.304,0,0,146,33,0,88,0,3,9
1738663506.902,0,0,146,33,0,88,0,2,4
1738663506.902,0,0,146,33,0,88,0,2,4
1738663506.902,0,0,146,33,0,88,0,2,4
1738663507.519,0,0,146,33,0,88,0,1,0
1738663507.519,0,0,146,33,0,88,0,1,0
1738663507.519,0,0,146,33,0,88,0,1,0
1738663508.121,0,0,146,33,0,88,0,2,6
1738663508.121,0,0,146,33,0,88,0,2,6
1738663508.121,0,0,146,33,0,88,0,2,6
1738663508.721,0,0,146,33,0,88,0,2,1
1738663508.721,0,0,146,33,0,88,0,2,1
1738663508.721,0,0,146,33,0,88,0,2,1
1738663509.327,0,0,146,33,0,88,0,4,28
1738663509.327,0,0,146,33,0,88,0,4,28
1738663509.327,0,0,146,33,0,88,0,4,28
1738663509.941,1,0,146,33,0,88,0,4,28
1738663509.941,1,0,146,33,0,88,0,4,28
1738663509.941,1,0,146,33,0,88,0,4,28
1738663510.539,0,0,146,33,0,88,0,4,56
1738663510.539,0,0,146,33,0,88,0,4,56
1738663510.539,0,0,146,33,0,88,0,4,56
1738663511.14,1,0,146,33,1,88,0,6,155
1738663511.14,1,0,146,33,1,88,0,6,155
1738663511.14,1,0,146,33,1,88,0,6,155
1738663511.742,2,0,146,33,3,88,0,9,460
1738663511.742,2,0,146,33,3,88,0,9,460
1738663511.742,2,0,146,33,3,88,0,9,460
1738663512.36,5,0,146,33,4,87,0,12,634
1738663512.36,5,0,146,33,4,87,0,12,634
1738663512.36,5,0,146,33,4,87,0,12,634
1738663512.98,8,0,145,33,6,86,0,15,884
1738663512.98,8,0,145,33,6,86,0,15,884
1738663512.98,8,0,145,33,6,86,0,15,884
1738663513.564,11,0,146,33,0,88,0,6,31
1738663513.564,11,0,146,33,0,88,0,6,31
1738663513.564,11,0,146,33,0,88,0,6,31
1738663514.159,11,0,146,33,0,88,0,13,66
1738663514.159,11,0,146,33,0,88,0,13,66
1738663514.159,11,0,146,33,0,88,0,13,66
1738663514.76,13,0,146,33,1,88,0,14,134
1738663514.76,13,0,146,33,1,88,0,14,134
1738663514.76,13,0,146,33,1,88,0,14,134
1738663515.361,13,0,146,33,0,86,0,6,47
1738663515.361,13,0,146,33,0,86,0,6,47
1738663515.361,13,0,146,33,0,86,0,6,47
1738663515.962,13,0,146,33,4,87,0,17,571
1738663515.962,13,0,146,33,4,87,0,17,571
1738663515.962,13,0,146,33,4,87,0,17,571
1738663516.563,16,0,144,33,17,82,0,25,2425
1738663516.563,16,0,144,33,17,82,0,25,2425
1738663516.563,16,0,144,33,17,82,0,25,2425
1738663517.179,20,0,144,33,10,82,0,25,1385
1738663517.179,20,0,144,33,10,82,0,25,1385
1738663517.179,20,0,144,33,10,82,0,25,1385
1738663517.781,23,0,145,34,3,84,0,25,460
1738663517.781,23,0,145,34,3,84,0,25,460
1738663517.781,23,0,145,34,3,84,0,25,460
1738663518.383,25,0,143,34,23,81,0,32,3326
1738663518.383,25,0,143,34,23,81,0,32,3326
1738663518.383,25,0,143,34,23,81,0,32,3326
1738663518.982,28,0,144,34,7,82,0,30,1044
1738663518.982,28,0,144,34,7,82,0,30,1044
1738663518.982,28,0,144,34,7,82,0,30,1044
1738663519.599,31,0,145,34,8,84,0,31,1184
1738663519.599,31,0,145,34,8,84,0,31,1184
1738663519.599,31,0,145,34,8,84,0,31,1184
1738663520.2,31,0,145,34,3,86,0,30,479
1738663520.2,31,0,145,34,3,86,0,30,479
1738663520.2,31,0,145,34,3,86,0,30,479
1738663520.8,31,0,146,34,1,86,0,29,196
1738663520.8,31,0,146,34,1,86,0,29,196
1738663520.8,31,0,146,34,1,86,0,29,196
1738663521.401,31,0,146,34,2,87,0,29,258
1738663521.401,31,0,146,34,2,87,0,29,258
1738663521.401,31,0,146,34,2,87,0,29,258
1738663522.002,30,0,146,34,4,89,0,19,558
1738663522.002,30,0,146,34,4,89,0,19,558
1738663522.002,30,0,146,34,4,89,0,19,558
1738663522.619,28,0,147,34,6,90,0,15,819
1738663522.619,28,0,147,34,6,90,0,15,819
1738663522.619,28,0,147,34,6,90,0,15,819
1738663523.202,24,0,147,34,4,90,0,12,546
1738663523.202,24,0,147,34,4,90,0,12,546
1738663523.202,24,0,147,34,4,90,0,12,546
1738663523.817,20,0,147,34,3,90,0,8,410
1738663523.817,20,0,147,34,3,90,0,8,410
1738663523.817,20,0,147,34,3,90,0,8,410
1738663524.42,16,0,147,34,1,89,0,8,144
1738663524.42,16,0,147,34,1,89,0,8,144
1738663524.42,16,0,147,34,1,89,0,8,144
1738663525.018,15,0,146,34,1,89,0,7,138
1738663525.018,15,0,146,34,1,89,0,7,138
1738663525.018,15,0,146,34,1,89,0,7,138
1738663525.62,14,0,146,34,1,88,0,14,203
1738663525.62,14,0,146,34,1,88,0,14,203
1738663525.62,14,0,146,34,1,88,0,14,203
1738663526.223,14,0,146,34,0,87,0,8,60
1738663526.223,14,0,146,34,0,87,0,8,60
1738663526.223,14,0,146,34,0,87,0,8,60
1738663526.836,14,0,146,34,1,88,0,5,76
1738663526.836,14,0,146,34,1,88,0,5,76
1738663526.836,14,0,146,34,1,88,0,5,76
1738663527.438,12,0,146,34,1,88,0,13,171
1738663527.438,12,0,146,34,1,88,0,13,171
1738663527.438,12,0,146,34,1,88,0,13,171
1738663528.04,11,0,146,34,0,88,0,5,51
1738663528.04,11,0,146,34,0,88,0,5,51
1738663528.04,11,0,146,34,0,88,0,5,51
1738663528.639,10,0,146,34,0,88,0,3,38
1738663528.639,10,0,146,34,0,88,0,3,38
1738663528.639,10,0,146,34,0,88,0,3,38
1738663529.258,8,0,146,34,2,88,0,10,231
1738663529.258,8,0,146,34,2,88,0,10,231
1738663529.258,8,0,146,34,2,88,0,10,231
1738663529.858,7,0,146,34,1,88,0,9,110
1738663529.858,7,0,146,34,1,88,0,9,110
1738663529.858,7,0,146,34,1,88,0,9,110
1738663530.444,6,0,146,34,3,87,0,10,492
1738663530.444,6,0,146,34,3,87,0,10,492
1738663530.444,6,0,146,34,3,87,0,10,492
1738663531.06,5,0,145,34,6,86,0,12,841
1738663531.06,5,0,145,34,6,86,0,12,841
1738663531.06,5,0,145,34,6,86,0,12,841
1738663531.659,7,0,146,34,4,86,0,12,553
1738663531.659,7,0,146,34,4,86,0,12,553
1738663531.659,7,0,146,34,4,86,0,12,553
1738663532.261,6,0,145,34,7,86,0,12,962
1738663532.261,6,0,145,34,7,86,0,12,962
1738663532.261,6,0,145,34,7,86,0,12,962
1738663532.886,6,0,146,34,4,87,0,9,568
1738663532.886,6,0,146,34,4,87,0,9,568
1738663532.886,6,0,146,34,4,87,0,9,568
1738663533.462,6,0,144,34,7,82,0,15,1074
1738663533.462,6,0,144,34,7,82,0,15,1074
1738663533.462,6,0,144,34,7,82,0,15,1074
1738663534.077,10,0,145,34,1,85,0,14,196
1738663534.077,10,0,145,34,1,85,0,14,196
1738663534.077,10,0,145,34,1,85,0,14,196
1738663534.678,12,0,145,34,7,85,0,18,1061
1738663534.678,12,0,145,34,7,85,0,18,1061
1738663534.678,12,0,145,34,7,85,0,18,1061
1738663535.278,15,0,143,34,18,80,0,25,2588
1738663535.278,15,0,143,34,18,80,0,25,2588
1738663535.278,15,0,143,34,18,80,0,25,2588
1738663535.878,20,0,143,34,17,80,0,28,2423
1738663535.878,20,0,143,34,17,80,0,28,2423
1738663535.878,20,0,143,34,17,80,0,28,2423
1738663536.496,24,0,142,34,21,79,0,32,3038
1738663536.496,24,0,142,34,21,79,0,32,3038
1738663536.496,24,0,142,34,21,79,0,32,3038
1738663537.098,29,0,141,34,25,77,0,36,3489
1738663537.098,29,0,141,34,25,77,0,36,3489
1738663537.098,29,0,141,34,25,77,0,36,3489
1738663537.699,34,0,140,34,33,74,0,41,4584
1738663537.699,34,0,140,34,33,74,0,41,4584
1738663537.699,34,0,140,34,33,74,0,41,4584
1738663538.302,39,0,139,34,35,71,0,45,4884
1738663538.302,39,0,139,34,35,71,0,45,4884
1738663538.302,39,0,139,34,35,71,0,45,4884
1738663538.92,44,0,140,34,29,73,0,48,4043
1738663538.92,44,0,140,34,29,73,0,48,4043
1738663538.92,44,0,140,34,29,73,0,48,4043
1738663539.501,47,0,142,34,21,79,0,47,2980
1738663539.501,47,0,142,34,21,79,0,47,2980
1738663539.501,47,0,142,34,21,79,0,47,2980
1738663540.104,49,0,140,34,22,74,0,48,3040
1738663540.104,49,0,140,34,22,74,0,48,3040
1738663540.104,49,0,140,34,22,74,0,48,3040
1738663540.705,51,0,142,34,23,78,0,51,3317
1738663540.705,51,0,142,34,23,78,0,51,3317
1738663540.705,51,0,142,34,23,78,0,51,3317
1738663541.32,53,0,142,34,19,78,0,51,2732
1738663541.32,53,0,142,34,19,78,0,51,2732
1738663541.32,53,0,142,34,19,78,0,51,2732
1738663541.918,54,0,141,34,21,76,0,52,2953
1738663541.918,54,0,141,34,21,76,0,52,2953
1738663541.918,54,0,141,34,21,76,0,52,2953
1738663542.52,56,0,141,34,20,77,0,52,2757
1738663542.52,56,0,141,34,20,77,0,52,2757
1738663542.52,56,0,141,34,20,77,0,52,2757
1738663543.12,57,0,140,35,35,73,0,58,4890
1738663543.12,57,0,140,35,35,73,0,58,4890
1738663543.12,57,0,140,35,35,73,0,58,4890
1738663543.739,60,0,140,35,19,74,0,57,2699
1738663543.739,60,0,140,35,19,74,0,57,2699
1738663543.739,60,0,140,35,19,74,0,57,2699
1738663544.34,61,0,142,35,10,79,0,55,1490
1738663544.34,61,0,142,35,10,79,0,55,1490
1738663544.34,61,0,142,35,10,79,0,55,1490
1738663544.937,61,0,143,35,11,80,0,55,1605
1738663544.937,61,0,143,35,11,80,0,55,1605
1738663544.937,61,0,143,35,11,80,0,55,1605
1738663545.54,61,0,143,35,10,80,0,54,1392
1738663545.54,61,0,143,35,10,80,0,54,1392
1738663545.54,61,0,143,35,10,80,0,54,1392
1738663546.147,60,0,143,35,8,81,0,54,1149
1738663546.147,60,0,143,35,8,81,0,54,1149
1738663546.147,60,0,143,35,8,81,0,54,1149
1738663546.76,60,0,144,35,7,82,0,53,1034
1738663546.76,60,0,144,35,7,82,0,53,1034
1738663546.76,60,0,144,35,7,82,0,53,1034
1738663547.343,59,0,144,35,2,83,0,51,350
1738663547.343,59,0,144,35,2,83,0,51,350
1738663547.343,59,0,144,35,2,83,0,51,350
1738663547.944,58,0,144,35,5,83,0,50,695
1738663547.944,58,0,144,35,5,83,0,50,695
1738663547.944,58,0,144,35,5,83,0,50,695
1738663548.56,57,0,144,35,3,83,0,50,429
1738663548.56,57,0,144,35,3,83,0,50,429
1738663548.56,57,0,144,35,3,83,0,50,429
1738663549.159,56,0,145,35,2,84,0,48,221
1738663549.159,56,0,145,35,2,84,0,48,221
1738663549.159,56,0,145,35,2,84,0,48,221
1738663549.759,54,0,143,35,28,81,0,52,3986
1738663549.759,54,0,143,35,28,81,0,52,3986
1738663549.759,54,0,143,35,28,81,0,52,3986
1738663550.364,54,0,146,35,9,88,0,36,1342
1738663550.364,54,0,146,35,9,88,0,36,1342
1738663550.364,54,0,146,35,9,88,0,36,1342
1738663550.978,50,0,145,35,4,85,0,36,557
1738663550.978,50,0,145,35,4,85,0,36,557
1738663550.978,50,0,145,35,4,85,0,36,557
1738663551.581,49,0,146,35,2,87,0,38,289
1738663551.581,49,0,146,35,2,87,0,38,289
1738663551.581,49,0,146,35,2,87,0,38,289
1738663552.177,47,0,146,35,5,87,0,33,721
1738663552.177,47,0,146,35,5,87,0,33,721
1738663552.177,47,0,146,35,5,87,0,33,721
1738663552.78,44,0,146,35,1,86,0,36,95
1738663552.78,44,0,146,35,1,86,0,36,95
1738663552.78,44,0,146,35,1,86,0,36,95
1738663553.383,43,0,146,35,2,87,0,31,340
1738663553.383,43,0,146,35,2,87,0,31,340
1738663553.383,43,0,146,35,2,87,0,31,340
1738663554.021,42,0,146,35,1,87,0,31,205
1738663554.021,42,0,146,35,1,87,0,31,205
1738663554.021,42,0,146,35,1,87,0,31,205
1738663554.583,40,0,147,35,15,89,0,24,2161
1738663554.583,40,0,147,35,15,89,0,24,2161
1738663554.583,40,0,147,35,15,89,0,24,2161
1738663555.2,36,0,148,35,15,92,0,16,2202
1738663555.2,36,0,148,35,15,92,0,16,2202
1738663555.2,36,0,148,35,15,92,0,16,2202
1738663555.8,27,0,147,35,5,91,0,11,804
1738663555.8,27,0,147,35,5,91,0,11,804
1738663555.8,27,0,147,35,5,91,0,11,804
1738663556.401,21,0,146,35,0,88,0,15,67
1738663556.401,21,0,146,35,0,88,0,15,67
1738663556.401,21,0,146,35,0,88,0,15,67
1738663556.999,19,0,146,35,1,88,0,5,202
1738663556.999,19,0,146,35,1,88,0,5,202
1738663556.999,19,0,146,35,1,88,0,5,202
1738663557.605,14,0,145,35,1,86,0,16,111
